TYPE,APT,RWY,PRO,RTE
###本文件系2511导航数据，若需更新导航数据版本请自行更新，格式不变
SID,ZSPD,16L,SAS84D,DE16L PD311 PD302 PD303 SS303 SS304 SS305 EKIMU SASAN
SID,ZSPD,16L,SUR82D,DE16L PD311 PD312 NINAS LASAN BOLEX TONIX AKARA SURAK
SID,ZSPD,16R,ADB82D,DE16R PD311 PD312 PD313 PD314 PD315 HSH SS200 SS303 LURMA ADBAS
SID,ZSPD,16R,ADB84D,DE16R PD311 PD302 PD303 SS303 LURMA ADBAS
SID,ZSPD,16R,HSN82D,DE16R PD311 PD312 NINAS PONAB HSN
SID,ZSPD,16R,LAM82D,DE16R PD311 PD312 NINAS LASAN BOLEX TONIX LAMEN
SID,ZSPD,16R,LAM84D,DE16R PD311 PD312 NINAS LASAN BOLEX TONIX LAMEN
SID,ZSPD,16R,MIG82D,DE16R PD311 PD312 NINAS LASAN BOLEX MIGOL
SID,ZSPD,16R,NXD82D,DE16R PD311 PD312 PD313 PD314 PD315 HSH SS200 SS303 NXD
SID,ZSPD,16R,NXD84D,DE16R PD311 PD302 PD303 SS303 NXD
SID,ZSPD,16R,ODU82D,DE16R PD311 PD312 PD313 PD314 PD315 PD316 ALDAP IBEGI ODULO
SID,ZSPD,16R,ODU84D,DE16R PD311 PD312 PD313 PD314 PD315 UDOXI ODULO
SID,ZSPD,16R,PIK82D,DE16R PD311 PD312 PD313 PD314 PD315 HSH SS200 POMOK SS320 PIKAS
SID,ZSPD,16R,PIK84D,DE16R PD311 PD312 PD313 PD314 PD315 HSH NTG PIKAS
SID,ZSPD,16R,PIK86D,DE16R PD311 PD302 PD303 SS303 SS304 SS305 EKIMU POMOK SS320 PIKAS
SID,ZSPD,16R,SAS82D,DE16R PD311 PD312 PD313 PD314 PD315 HSH SS200 EKIMU SASAN
SID,ZSPD,16R,SAS84D,DE16R PD311 PD302 PD303 SS303 SS304 SS305 EKIMU SASAN
SID,ZSPD,16R,SUR82D,DE16R PD311 PD312 NINAS LASAN BOLEX TONIX AKARA SURAK
SID,ZSPD,17L,ADB81D,DE17L PD301 PD302 PD303 SS303 LURMA ADBAS
SID,ZSPD,17L,AND81D,DE17L PD301 XSY PD024 PD208 AND
SID,ZSPD,17L,HSN81D,DE17L PD301 XSY PD024 PD305 PONAB HSN
SID,ZSPD,17L,LAM81D,DE17L PD301 XSY PD024 PD305 LASAN BOLEX TONIX LAMEN
SID,ZSPD,17L,MIG81D,DE17L PD301 XSY PD024 PD305 LASAN BOLEX MIGOL
SID,ZSPD,17L,NXD81D,DE17L PD301 PD302 PD303 SS303 NXD
SID,ZSPD,17L,ODU81D,DE17L PD301 XSY PD024 PD304 PD313 PD314 PD315 PD316 ALDAP IBEGI ODULO
SID,ZSPD,17L,ODU83D,DE17L PD301 XSY PD024 PD304 PD313 PD314 PD315 UDOXI ODULO
SID,ZSPD,17L,PIK81D,DE17L PD301 PD302 PD303 SS303 SS304 SS305 EKIMU POMOK SS320 PIKAS
SID,ZSPD,17L,PIK83D,DE17L PD301 XSY PD024 PD304 PD313 PD314 PD315 HSH NTG PIKAS
SID,ZSPD,17L,SAS81D,DE17L PD301 PD302 PD303 SS303 SS304 SS305 EKIMU SASAN
SID,ZSPD,17L,SUR81D,DE17L PD301 XSY PD024 PD305 LASAN BOLEX TONIX AKARA SURAK
SID,ZSPD,17R,ADB81D,DE17R PD301 PD302 PD303 SS303 LURMA ADBAS
SID,ZSPD,17R,AND81D,DE17R PD301 XSY PD024 PD208 AND
SID,ZSPD,17R,HSN81D,DE17R PD301 XSY PD024 PD305 PONAB HSN
SID,ZSPD,17R,LAM81D,DE17R PD301 XSY PD024 PD305 LASAN BOLEX TONIX LAMEN
SID,ZSPD,17R,MIG81D,DE17R PD301 XSY PD024 PD305 LASAN BOLEX MIGOL
SID,ZSPD,17R,NXD81D,DE17R PD301 PD302 PD303 SS303 NXD
SID,ZSPD,17R,ODU81D,DE17R PD301 XSY PD024 PD304 PD313 PD314 PD315 PD316 ALDAP IBEGI ODULO
SID,ZSPD,17R,ODU83D,DE17R PD301 XSY PD024 PD304 PD313 PD314 PD315 UDOXI ODULO
SID,ZSPD,17R,PIK81D,DE17R PD301 PD302 PD303 SS303 SS304 SS305 EKIMU POMOK SS320 PIKAS
SID,ZSPD,17R,PIK83D,DE17R PD301 XSY PD024 PD304 PD313 PD314 PD315 HSH NTG PIKAS
SID,ZSPD,17R,SAS81D,DE17R PD301 PD302 PD303 SS303 SS304 SS305 EKIMU SASAN
SID,ZSPD,17R,SUR81D,DE17R PD301 XSY PD024 PD305 LASAN BOLEX TONIX AKARA SURAK
SID,ZSPD,34L,ADB92D,DE34L HSH PD315 PD510 PD511 PD512 SS303 LURMA ADBAS
SID,ZSPD,34L,ADB94D,DE34L HSH PD504 SS200 SS521 SS303 LURMA ADBAS
SID,ZSPD,34L,HSN92D,DE34L HSH PD315 PD510 NINAS PONAB HSN
SID,ZSPD,34L,LAM92D,DE34L HSH PD508 ALDAP MATNU EMSAN SURAK LAMEN
SID,ZSPD,34L,LAM94D,DE34L HSH PD315 PD510 NINAS LASAN BOLEX TONIX LAMEN
SID,ZSPD,34L,LAM96D,DE34L HSH PD508 ALDAP MATNU EMSAN SURAK LAMEN
SID,ZSPD,34L,MIG92D,DE34L HSH PD315 PD510 NINAS LASAN BOLEX MIGOL
SID,ZSPD,34L,NXD92D,DE34L HSH PD315 PD510 PD511 PD512 SS303 NXD
SID,ZSPD,34L,NXD94D,DE34L HSH PD504 SS200 SS521 SS303 NXD
SID,ZSPD,34L,ODU92D,DE34L HSH PD508 ALDAP IBEGI ODULO
SID,ZSPD,34L,ODU94D,DE34L HSH UDOXI ODULO
SID,ZSPD,34L,PIK92D,DE34L HSH PD315 PD510 PD511 PD512 SS303 SS504 EKIMU POMOK SS320 PIKAS
SID,ZSPD,34L,PIK94D,DE34L HSH VEBNI PD502 POMOK SS320 PIKAS
SID,ZSPD,34L,PIK96D,DE34L HSH PD503 NTG PIKAS
SID,ZSPD,34L,PIK98D,DE34L HSH PD504 SS200 POMOK SS320 PIKAS
SID,ZSPD,34L,SAS92D,DE34L HSH PD315 PD510 PD511 PD512 SS303 SS504 EKIMU SASAN
SID,ZSPD,34L,SAS94D,DE34L HSH PD504 SS200 EKIMU SASAN
SID,ZSPD,34L,SUR92D,DE34L HSH PD508 ALDAP MATNU EMSAN SURAK
SID,ZSPD,34L,SUR94D,DE34L HSH PD315 PD510 NINAS LASAN BOLEX TONIX AKARA SURAK
SID,ZSPD,34R,ADB92D,DE34R HSH PD315 PD510 PD511 PD512 SS303 LURMA ADBAS
SID,ZSPD,34R,ADB94D,DE34R HSH PD504 SS200 SS521 SS303 LURMA ADBAS
SID,ZSPD,34R,HSN92D,DE34R HSH PD315 PD510 NINAS PONAB HSN
SID,ZSPD,34R,LAM92D,DE34R HSH PD508 ALDAP MATNU EMSAN SURAK LAMEN
SID,ZSPD,34R,LAM94D,DE34R HSH PD315 PD510 NINAS LASAN BOLEX TONIX LAMEN
SID,ZSPD,34R,LAM96D,DE34R HSH PD508 ALDAP MATNU EMSAN SURAK LAMEN
SID,ZSPD,34R,MIG92D,DE34R HSH PD315 PD510 NINAS LASAN BOLEX MIGOL
SID,ZSPD,34R,NXD92D,DE34R HSH PD315 PD510 PD511 PD512 SS303 NXD
SID,ZSPD,34R,NXD94D,DE34R HSH PD504 SS200 SS521 SS303 NXD
SID,ZSPD,34R,ODU92D,DE34R HSH PD508 ALDAP IBEGI ODULO
SID,ZSPD,34R,ODU94D,DE34R HSH UDOXI ODULO
SID,ZSPD,34R,PIK92D,DE34R HSH PD315 PD510 PD511 PD512 SS303 SS504 EKIMU POMOK SS320 PIKAS
SID,ZSPD,34R,PIK94D,DE34R HSH VEBNI PD502 POMOK SS320 PIKAS
SID,ZSPD,34R,PIK96D,DE34R HSH PD503 NTG PIKAS
SID,ZSPD,34R,PIK98D,DE34R HSH PD504 SS200 POMOK SS320 PIKAS
SID,ZSPD,34R,SAS92D,DE34R HSH PD315 PD510 PD511 PD512 SS303 SS504 EKIMU SASAN
SID,ZSPD,34R,SAS94D,DE34R HSH PD504 SS200 EKIMU SASAN
SID,ZSPD,34R,SUR92D,DE34R HSH PD508 ALDAP MATNU EMSAN SURAK
SID,ZSPD,34R,SUR94D,DE34R HSH PD315 PD510 NINAS LASAN BOLEX TONIX AKARA SURAK
SID,ZSPD,35L,ADB91D,DE35L PD501 PD504 SS200 SS521 SS303 LURMA ADBAS
SID,ZSPD,35L,AND91D,DE35L PD501 PD504 PD505 PD208 AND
SID,ZSPD,35L,HSN91D,DE35L PD501 HSH PD315 PD510 NINAS PONAB HSN
SID,ZSPD,35L,LAM91D,DE35L PD501 HSH PD508 ALDAP MATNU EMSAN SURAK LAMEN
SID,ZSPD,35L,LAM93D,DE35L PD501 HSH PD315 PD510 NINAS LASAN BOLEX TONIX LAMEN
SID,ZSPD,35L,LAM95D,DE35L PD501 PD503 EKVUT MATNU EMSAN SURAK LAMEN
SID,ZSPD,35L,MIG91D,DE35L PD501 HSH PD315 PD510 NINAS LASAN BOLEX MIGOL
SID,ZSPD,35L,NXD91D,DE35L PD501 PD504 SS200 SS521 SS303 NXD
SID,ZSPD,35L,ODU91D,DE35L PD501 HSH PD508 ALDAP IBEGI ODULO
SID,ZSPD,35L,ODU93D,DE35L PD501 PD503 UDOXI ODULO
SID,ZSPD,35L,PIK91D,DE35L PD501 PD504 SS200 POMOK SS320 PIKAS
SID,ZSPD,35L,PIK93D,DE35L PD501 PD502 POMOK SS320 PIKAS
SID,ZSPD,35L,PIK95D,DE35L PD501 PD502 PD503 NTG PIKAS
SID,ZSPD,35L,SAS91D,DE35L PD501 PD504 SS200 EKIMU SASAN
SID,ZSPD,35L,SUR91D,DE35L PD501 HSH PD508 ALDAP MATNU EMSAN SURAK
SID,ZSPD,35L,SUR93D,DE35L PD501 HSH PD315 PD510 NINAS LASAN BOLEX TONIX AKARA SURAK
SID,ZSPD,35L,SUR95D,DE35L PD501 PD503 EKVUT MATNU EMSAN SURAK
SID,ZSPD,35R,ADB91D,DE35R PD501 PD504 SS200 SS521 SS303 LURMA ADBAS
SID,ZSPD,35R,AND91D,DE35R PD501 PD504 PD505 PD208 AND
SID,ZSPD,35R,HSN91D,DE35R PD501 HSH PD315 PD510 NINAS PONAB HSN
SID,ZSPD,35R,LAM91D,DE35R PD501 HSH PD508 ALDAP MATNU EMSAN SURAK LAMEN
SID,ZSPD,35R,LAM93D,DE35R PD501 HSH PD315 PD510 NINAS LASAN BOLEX TONIX LAMEN
SID,ZSPD,35R,LAM95D,DE35R PD501 PD503 EKVUT MATNU EMSAN SURAK LAMEN
SID,ZSPD,35R,MIG91D,DE35R PD501 HSH PD315 PD510 NINAS LASAN BOLEX MIGOL
SID,ZSPD,35R,NXD91D,DE35R PD501 PD504 SS200 SS521 SS303 NXD
SID,ZSPD,35R,ODU91D,DE35R PD501 HSH PD508 ALDAP IBEGI ODULO
SID,ZSPD,35R,ODU93D,DE35R PD501 PD503 UDOXI ODULO
SID,ZSPD,35R,PIK91D,DE35R PD501 PD504 SS200 POMOK SS320 PIKAS
SID,ZSPD,35R,PIK93D,DE35R PD501 PD502 POMOK SS320 PIKAS
SID,ZSPD,35R,PIK95D,DE35R PD501 PD502 PD503 NTG PIKAS
SID,ZSPD,35R,SAS91D,DE35R PD501 PD504 SS200 EKIMU SASAN
SID,ZSPD,35R,SUR91D,DE35R PD501 HSH PD508 ALDAP MATNU EMSAN SURAK
SID,ZSPD,35R,SUR93D,DE35R PD501 HSH PD315 PD510 NINAS LASAN BOLEX TONIX AKARA SURAK
SID,ZSPD,35R,SUR95D,DE35R PD501 PD503 EKVUT MATNU EMSAN SURAK
STAR,ZSPD,16L,AND81A,AND PD208 XSY PD207 PDL PD202 PD201 PF7 PD073 FI16L
STAR,ZSPD,16L,AND82A,AND PD208 XSY PD231 PD232 PD233 PD234 PD235 MP1 PF7 PD073 FI16L
STAR,ZSPD,16L,AND83A,AND PD208 XSY PD231 MP1 PF7 PD073 FI16L
STAR,ZSPD,16L,BK81A,BK SAMKI BAVIK PD208 XSY PD207 PDL PD202 PD201 PF7 PD073 FI16L
STAR,ZSPD,16L,BK82A,BK SAMKI BAVIK PD208 XSY PD231 PD232 PD233 PD234 PD235 MP1 PF7 PD073 FI16L
STAR,ZSPD,16L,BK83A,BK SAMKI BAVIK PD208 XSY PD231 MP1 PF7 PD073 FI16L
STAR,ZSPD,16L,DUM81A,DUMET PD230 PD232 PD233 PD234 PD235 MP1 PF7 PD073 FI16L
STAR,ZSPD,16L,DUM82A,DUMET PD230 PD231 MP1 PF7 PD073 FI16L
STAR,ZSPD,16L,DUM83A,DUMET PD215 MP1 PF7 PD073 FI16L
STAR,ZSPD,16L,MAT81A,MATNU PD228 PINOT PD211 PD212 PD213 PD214 PD215 MP1 PF7 PD073 FI16L
STAR,ZSPD,16L,MAT82A,MATNU PD228 PINOT MP1 PF7 PD073 FI16L
STAR,ZSPD,16L,SAS81A,SASAN SS202 SS420 EKIMU SS200 PD203 PD202 PD201 PF7 PD073 FI16L
STAR,ZSPD,16L,SAS82A,SASAN SS202 SS420 POMOK SS220 PD204 PD203 PD202 PD201 PF7 PD073 FI16L
STAR,ZSPD,16R,AND81A,AND PD208 XSY PD207 PDL PD202 PD201 PF3 PD033 FI16R
STAR,ZSPD,16R,AND82A,AND PD208 XSY PD231 PD232 PD233 PD234 PD235 MP1 PF3 PD033 FI16R
STAR,ZSPD,16R,AND83A,AND PD208 XSY PD231 MP1 PF3 PD033 FI16R
STAR,ZSPD,16R,BK81A,BK SAMKI BAVIK PD208 XSY PD207 PDL PD202 PD201 PF3 PD033 FI16R
STAR,ZSPD,16R,BK82A,BK SAMKI BAVIK PD208 XSY PD231 PD232 PD233 PD234 PD235 MP1 PF3 PD033 FI16R
STAR,ZSPD,16R,BK83A,BK SAMKI BAVIK PD208 XSY PD231 MP1 PF3 PD033 FI16R
STAR,ZSPD,16R,DUM81A,DUMET PD230 PD232 PD233 PD234 PD235 MP1 PF3 PD033 FI16R
STAR,ZSPD,16R,DUM82A,DUMET PD230 PD231 MP1 PF3 PD033 FI16R
STAR,ZSPD,16R,DUM83A,DUMET PD215 MP1 PF3 PD033 FI16R
STAR,ZSPD,16R,MAT81A,MATNU PD228 PINOT PD211 PD212 PD213 PD214 PD215 MP1 PF3 PD033 FI16R
STAR,ZSPD,16R,MAT82A,MATNU PD228 PINOT MP1 PF3 PD033 FI16R
STAR,ZSPD,16R,SAS81A,SASAN SS202 SS420 EKIMU SS200 PD203 PD202 PD201 PF3 PD033 FI16R
STAR,ZSPD,16R,SAS82A,SASAN SS202 SS420 POMOK SS220 PD204 PD203 PD202 PD201 PF3 PD033 FI16R
STAR,ZSPD,17L,AND81A,AND PD208 XSY PD207 PDL PD202 PD201 PF1 PD013 FI17L
STAR,ZSPD,17L,AND82A,AND PD208 XSY PD231 PD232 PD233 PD234 PD235 MP1 PF1 PD013 FI17L
STAR,ZSPD,17L,AND83A,AND PD208 XSY PD231 MP1 PF1 PD013 FI17L
STAR,ZSPD,17L,BK81A,BK SAMKI BAVIK PD208 XSY PD207 PDL PD202 PD201 PF1 PD013 FI17L
STAR,ZSPD,17L,BK82A,BK SAMKI BAVIK PD208 XSY PD231 PD232 PD233 PD234 PD235 MP1 PF1 PD013 FI17L
STAR,ZSPD,17L,BK83A,BK SAMKI BAVIK PD208 XSY PD231 MP1 PF1 PD013 FI17L
STAR,ZSPD,17L,DUM81A,DUMET PD230 PD232 PD233 PD234 PD235 MP1 PF1 PD013 FI17L
STAR,ZSPD,17L,DUM82A,DUMET PD230 PD231 MP1 PF1 PD013 FI17L
STAR,ZSPD,17L,MAT81A,MATNU PD228 PINOT PD211 PD212 PD213 PD214 PD215 MP1 PF1 PD013 FI17L
STAR,ZSPD,17L,MAT82A,MATNU PD228 PINOT MP1 PF1 PD013 FI17L
STAR,ZSPD,17L,SAS81A,SASAN SS202 SS420 EKIMU SS200 PD203 PD202 PD201 PF1 PD013 FI17L
STAR,ZSPD,17L,SAS82A,SASAN SS202 SS420 POMOK SS220 PD204 PD203 PD202 PD201 PF1 PD013 FI17L
STAR,ZSPD,17R,AND81A,AND PD208 XSY PD207 PDL PD202 PD201 PF5 PD053 FI17R
STAR,ZSPD,17R,AND82A,AND PD208 XSY PD231 PD232 PD233 PD234 PD235 MP1 PF5 PD053 FI17R
STAR,ZSPD,17R,AND83A,AND PD208 XSY PD231 MP1 PF5 PD053 FI17R
STAR,ZSPD,17R,BK81A,BK SAMKI BAVIK PD208 XSY PD207 PDL PD202 PD201 PF5 PD053 FI17R
STAR,ZSPD,17R,BK82A,BK SAMKI BAVIK PD208 XSY PD231 PD232 PD233 PD234 PD235 MP1 PF5 PD053 FI17R
STAR,ZSPD,17R,BK83A,BK SAMKI BAVIK PD208 XSY PD231 MP1 PF5 PD053 FI17R
STAR,ZSPD,17R,DUM81A,DUMET PD230 PD232 PD233 PD234 PD235 MP1 PF5 PD053 FI17R
STAR,ZSPD,17R,DUM82A,DUMET PD230 PD231 MP1 PF5 PD053 FI17R
STAR,ZSPD,17R,MAT81A,MATNU PD228 PINOT PD211 PD212 PD213 PD214 PD215 MP1 PF5 PD053 FI17R
STAR,ZSPD,17R,MAT82A,MATNU PD228 PINOT MP1 PF5 PD053 FI17R
STAR,ZSPD,17R,SAS81A,SASAN SS202 SS420 EKIMU SS200 PD203 PD202 PD201 PF5 PD053 FI17R
STAR,ZSPD,17R,SAS82A,SASAN SS202 SS420 POMOK SS220 PD204 PD203 PD202 PD201 PF5 PD053 FI17R
STAR,ZSPD,34L,AND91AxILSX,AND PD208 PD407 PD406 PD405 PD404 PD403 PD402 PD401 PF4 PD044 PD043 FI34L
STAR,ZSPD,34L,AND91AxILSZ,AND PD208 PD407 PD406 PD405 PD404 PD403 PD402 PD401 PF4 PD044 PD043 FI34L
STAR,ZSPD,34L,BK91AxILSX,BK SAMKI BAVIK PD208 PD407 PD406 PD405 PD404 PD403 PD402 PD401 PF4 PD044 PD043 FI34L
STAR,ZSPD,34L,BK91AxILSZ,BK SAMKI BAVIK PD208 PD407 PD406 PD405 PD404 PD403 PD402 PD401 PF4 PD044 PD043 FI34L
STAR,ZSPD,34L,DUM91AxILSX,DUMET LASAN PD411 PD412 PD413 PD414 MP2 PF4 PD044 PD043 FI34L
STAR,ZSPD,34L,DUM91AxILSZ,DUMET LASAN PD411 PD412 PD413 PD414 MP2 PF4 PD044 PD043 FI34L
STAR,ZSPD,34L,DUM92AxILSX,DUMET LASAN PD411 MP2 PF4 PD044 PD043 FI34L
STAR,ZSPD,34L,DUM92AxILSZ,DUMET LASAN PD411 MP2 PF4 PD044 PD043 FI34L
STAR,ZSPD,34L,DUM93AxILSX,DUMET LASAN MP2 PF4 PD044 PD043 FI34L
STAR,ZSPD,34L,DUM93AxILSZ,DUMET LASAN MP2 PF4 PD044 PD043 FI34L
STAR,ZSPD,34L,MAT91AxILSX,MATNU PD228 PINOT PD434 PD435 PD436 PD437 PD438 MP2 PF4 PD044 PD043 FI34L
STAR,ZSPD,34L,MAT91AxILSZ,MATNU PD228 PINOT PD434 PD435 PD436 PD437 PD438 MP2 PF4 PD044 PD043 FI34L
STAR,ZSPD,34L,MAT92AxILSX,MATNU PD228 PINOT PD434 MP2 PF4 PD044 PD043 FI34L
STAR,ZSPD,34L,MAT92AxILSZ,MATNU PD228 PINOT PD434 MP2 PF4 PD044 PD043 FI34L
STAR,ZSPD,34L,SAS91AxILSX,SASAN SS202 SS420 JTN PD408 PD404 PD403 PD402 PD401 PF4 PD044 PD043 FI34L
STAR,ZSPD,34L,SAS91AxILSZ,SASAN SS202 SS420 JTN PD408 PD404 PD403 PD402 PD401 PF4 PD044 PD043 FI34L
STAR,ZSPD,34L,SAS92AxILSX,SASAN SS202 SS420 JTN PD408 PD431 MP2 PF4 PD044 PD043 FI34L
STAR,ZSPD,34L,SAS92AxILSZ,SASAN SS202 SS420 JTN PD408 PD431 MP2 PF4 PD044 PD043 FI34L
STAR,ZSPD,34L,SAS93AxILSX,SASAN SS202 SS420 JTN PD408 PD431 PD432 PD433 PD434 PD435 PD436 PD437 PD438 MP2 PF4 PD044 PD043 FI34L
STAR,ZSPD,34L,SAS93AxILSZ,SASAN SS202 SS420 JTN PD408 PD431 PD432 PD433 PD434 PD435 PD436 PD437 PD438 MP2 PF4 PD044 PD043 FI34L
STAR,ZSPD,34R,AND91A,AND PD208 PD407 PD406 PD405 PD404 PD403 PD402 PD401 PF8 PD084 PD083 FI34R
STAR,ZSPD,34R,BK91A,BK SAMKI BAVIK PD208 PD407 PD406 PD405 PD404 PD403 PD402 PD401 PF8 PD084 PD083 FI34R
STAR,ZSPD,34R,DUM91A,DUMET LASAN PD411 PD412 PD413 PD414 MP2 PF8 PD084 PD083 FI34R
STAR,ZSPD,34R,DUM92A,DUMET LASAN PD411 MP2 PF8 PD084 PD083 FI34R
STAR,ZSPD,34R,DUM93A,DUMET LASAN MP2 PF8 PD084 PD083 FI34R
STAR,ZSPD,34R,MAT91A,MATNU PD228 PINOT PD434 PD435 PD436 PD437 PD438 MP2 PF8 PD084 PD083 FI34R
STAR,ZSPD,34R,MAT92A,MATNU PD228 PINOT PD434 MP2 PF8 PD084 PD083 FI34R
STAR,ZSPD,34R,SAS91A,SASAN SS202 SS420 JTN PD408 PD404 PD403 PD402 PD401 PF8 PD084 PD083 FI34R
STAR,ZSPD,34R,SAS92A,SASAN SS202 SS420 JTN PD408 PD431 MP2 PF8 PD084 PD083 FI34R
STAR,ZSPD,34R,SAS93A,SASAN SS202 SS420 JTN PD408 PD431 PD432 PD433 PD434 PD435 PD436 PD437 PD438 MP2 PF8 PD084 PD083 FI34R
STAR,ZSPD,35L,AND91A,AND PD208 PD407 PD406 PD405 PD404 PD403 PD402 PD401 PF6 PD064 PD063 FI35L
STAR,ZSPD,35L,BK91A,BK SAMKI BAVIK PD208 PD407 PD406 PD405 PD404 PD403 PD402 PD401 PF6 PD064 PD063 FI35L
STAR,ZSPD,35L,DUM91A,DUMET LASAN PD411 PD412 PD413 PD414 MP2 PF6 PD064 PD063 FI35L
STAR,ZSPD,35L,DUM92A,DUMET LASAN PD411 MP2 PF6 PD064 PD063 FI35L
STAR,ZSPD,35L,MAT91A,MATNU PD228 PINOT PD434 PD435 PD436 PD437 PD438 MP2 PF6 PD064 PD063 FI35L
STAR,ZSPD,35L,MAT92A,MATNU PD228 PINOT PD434 MP2 PF6 PD064 PD063 FI35L
STAR,ZSPD,35L,SAS91A,SASAN SS202 SS420 JTN PD408 PD404 PD403 PD402 PD401 PF6 PD064 PD063 FI35L
STAR,ZSPD,35L,SAS92A,SASAN SS202 SS420 JTN PD408 PD431 MP2 PF6 PD064 PD063 FI35L
STAR,ZSPD,35L,SAS93A,SASAN SS202 SS420 JTN PD408 PD431 PD432 PD433 PD434 PD435 PD436 PD437 PD438 MP2 PF6 PD064 PD063 FI35L
STAR,ZSPD,35R,AND91A,AND PD208 PD407 PD406 PD405 PD404 PD403 PD402 PD401 PF2 PD025 PD023 FI35R
STAR,ZSPD,35R,BK91A,BK SAMKI BAVIK PD208 PD407 PD406 PD405 PD404 PD403 PD402 PD401 PF2 PD025 PD023 FI35R
STAR,ZSPD,35R,DUM91A,DUMET LASAN PD411 PD412 PD413 PD414 MP2 PF2 PD025 PD023 FI35R
STAR,ZSPD,35R,DUM92A,DUMET LASAN PD411 MP2 PF2 PD025 PD023 FI35R
STAR,ZSPD,35R,MAT91A,MATNU PD228 PINOT PD434 PD435 PD436 PD437 PD438 MP2 PF2 PD025 PD023 FI35R
STAR,ZSPD,35R,MAT92A,MATNU PD228 PINOT PD434 MP2 PF2 PD025 PD023 FI35R
STAR,ZSPD,35R,SAS91A,SASAN SS202 SS420 JTN PD408 PD404 PD403 PD402 PD401 PF2 PD025 PD023 FI35R
STAR,ZSPD,35R,SAS92A,SASAN SS202 SS420 JTN PD408 PD431 MP2 PF2 PD025 PD023 FI35R
STAR,ZSPD,35R,SAS93A,SASAN SS202 SS420 JTN PD408 PD431 PD432 PD433 PD434 PD435 PD436 PD437 PD438 MP2 PF2 PD025 PD023 FI35R
SID,ZSQD,35,RV,ZSQD
SID,ZSQD,34,RV,ZSQD
SID,ZSQD,17,RV,ZSQD
SID,ZSQD,16,RV,ZSQD
STAR,ZSQD,35,RV,ZSQD
STAR,ZSQD,34,RV,ZSQD
STAR,ZSQD,17,RV,ZSQD
STAR,ZSQD,16,RV,ZSQD
SID,ZSQD,16,DOV81D,DER16 QD502 QD504 GUTVO UPDAD DOVIV
SID,ZSQD,16,DOV82D,DER16 QD511 QD512 QD514 GUTVO UPDAD DOVIV
SID,ZSQD,16,DYN81D,DER16 QD502 QD504 GUTVO UPDAD DYN
SID,ZSQD,16,DYN82D,DER16 QD511 QD512 QD514 GUTVO UPDAD DYN
SID,ZSQD,16,LAT81D,DER16 QD511 QD512 IPMIN LAROP LATUX
SID,ZSQD,16,TEK81D,DER16 QD511 QD512 QD513 LUPSA TEKAM
SID,ZSQD,16,WFG81D,DER16 QD502 QD503 YO WFG
SID,ZSQD,17,DOV81D,DER17 QD502 QD504 GUTVO UPDAD DOVIV
SID,ZSQD,17,DOV82D,DER17 QD501 QD512 QD514 GUTVO UPDAD DOVIV
SID,ZSQD,17,DYN81D,DER17 QD502 QD504 GUTVO UPDAD DYN
SID,ZSQD,17,DYN82D,DER17 QD501 QD512 QD514 GUTVO UPDAD DYN
SID,ZSQD,17,LAT81D,DER17 QD501 QD512 IPMIN LAROP LATUX
SID,ZSQD,17,TEK81D,DER17 QD501 QD512 QD513 LUPSA TEKAM
SID,ZSQD,17,WFG81D,DER17 QD502 QD503 YO WFG
SID,ZSQD,34,DOV91D,DER34 QD611 QD614 GUTVO UPDAD DOVIV
SID,ZSQD,34,DYN91D,DER34 QD611 QD614 GUTVO UPDAD DYN
SID,ZSQD,34,LAT91D,DER34 QD611 QD612 IPMIN LAROP LATUX
SID,ZSQD,34,TEK91D,DER34 QD611 QD612 QD613 LUPSA TEKAM
SID,ZSQD,34,WFG91D,DER34 QD611 QD614 GUTVO QD113 WFG
SID,ZSQD,35,DOV91D,DER35 QD601 QD602 GUTVO UPDAD DOVIV
SID,ZSQD,35,DYN91D,DER35 QD601 QD602 GUTVO UPDAD DYN
SID,ZSQD,35,LAT91D,DER35 QD601 QD612 IPMIN LAROP LATUX
SID,ZSQD,35,TEK91D,DER35 QD601 QD612 QD613 LUPSA TEKAM
SID,ZSQD,35,WFG91D,DER35 QD601 QD602 GUTVO QD113 WFG
STAR,ZSQD,16,DYN81A,DYN UPDAD GUTVO QD110 QD105 QD304 FI16
STAR,ZSQD,16,HCH81A,HCH NOKUD QD306 QD307 QD305 QD304 FI16
STAR,ZSQD,16,IDV81A,IDVEL AVLOK QD700 QD900 QD305 QD304 FI16
STAR,ZSQD,16,LAT81A,LATUX AVLOK QD700 QD900 QD305 QD304 FI16
STAR,ZSQD,16,WFG81A,WFG QD113 GUTVO QD110 QD105 QD304 FI16
STAR,ZSQD,16,WFG82A,WFG QD113 GUTVO QD110 QD306 QD307 QD305 QD304 FI16
STAR,ZSQD,17,DYN81A,DYN UPDAD GUTVO QD110 QD105 QD104 FF17
STAR,ZSQD,17,HCH81A,HCH NOKUD QD306 QD307 QD305 QD104 FF17
STAR,ZSQD,17,IDV81A,IDVEL AVLOK QD700 QD900 QD305 QD104 FF17
STAR,ZSQD,17,LAT81A,LATUX AVLOK QD700 QD900 QD305 QD104 FF17
STAR,ZSQD,17,WFG81A,WFG QD113 GUTVO QD110 QD105 QD104 FF17
