TYPE,APT,RWY,PRO,RTE
###本文件系2511导航数据，若需更新导航数据版本请自行更新，格式不变
STAR,ZJHK,10,POR8XA,PORAP HK440 HK410 HK424 FI10
STAR,ZJHK,10,POR9XA,PORAP HK440 HK432 HK430 HK424 FI10
STAR,ZJHK,10,RUN9XA,RUNEG HK490 HK480 HK426 HK425 HK424 FI10
STAR,ZJHK,27,ASS6ZA,ASSAD DABUB HK580 HK570 HK510 HK412 HK506 HK509 HK517 HK516 HK515 HK505 HK504 FI27
STAR,ZJHK,27,ASS7ZA,ASSAD DABUB HK580 HK450 HK430 HK431 HK530 HK526 HK540 HK537 HK516 HK515 HK505 HK504 FI27
STAR,ZJHK,27,ASS8ZA,ASSAD DABUB HK580 HK570 HK510 HK412 HK506 HK505 HK504 FI27
STAR,ZJHK,27,ASS9ZA,ASSAD DABUB HK580 HK450 HK430 HK431 HK530 HK526 HK505 HK504 FI27
STAR,ZJHK,27,DOM8ZA,DOMGO HK560 HK526 HK540 HK537 HK516 HK515 HK505 HK504 FI27
STAR,ZJHK,27,DOM9ZA,DOMGO HK560 HK526 HK505 HK504 FI27
STAR,ZJHK,27,LID4ZA,LIDLU HK451 HK450 HK430 HK510 HK550 HK507 HK506 HK509 HK517 HK516 HK515 HK505 HK504 FI27
STAR,ZJHK,27,LID5ZA,LIDLU HK451 HK450 HK430 HK431 HK530 HK526 HK540 HK537 HK516 HK515 HK505 HK504 FI27
STAR,ZJHK,27,LID6ZA,LIDLU HK451 HK450 HK430 HK510 HK412 HK506 HK509 HK517 HK516 HK515 HK505 HK504 FI27
STAR,ZJHK,27,LID7ZA,LIDLU HK451 HK450 HK430 HK510 HK550 HK507 HK506 HK505 HK504 FI27
STAR,ZJHK,27,LID8ZA,LIDLU HK451 HK450 HK430 HK431 HK530 HK526 HK505 HK504 FI27
STAR,ZJHK,27,LID9ZA,LIDLU HK451 HK450 HK430 HK510 HK412 HK506 HK505 HK504 FI27
STAR,ZJHK,27,POR6ZA,PORAP HK440 HK550 HK507 HK506 HK509 HK517 HK516 HK515 HK505 HK504 FI27
STAR,ZJHK,27,POR7ZA,PORAP HK440 HK431 HK530 HK526 HK540 HK537 HK516 HK515 HK505 HK504 FI27
STAR,ZJHK,27,POR8ZA,PORAP HK440 HK550 HK507 HK506 HK505 HK504 FI27
STAR,ZJHK,27,POR9ZA,PORAP HK440 HK431 HK530 HK526 HK505 HK504 FI27
STAR,ZJHK,27,RUN4ZA,RUNEG HK490 HK480 HK430 HK510 HK412 HK506 HK509 HK517 HK516 HK515 HK505 HK504 FI27
STAR,ZJHK,27,RUN5ZA,RUNEG HK490 HK480 HK430 HK510 HK550 HK507 HK506 HK509 HK517 HK516 HK515 HK505 HK504 FI27
STAR,ZJHK,27,RUN6ZA,RUNEG HK490 HK480 HK430 HK510 HK412 HK506 HK505 HK504 FI27
STAR,ZJHK,27,RUN7ZA,RUNEG HK490 HK480 HK430 HK510 HK550 HK507 HK506 HK505 HK504 FI27
STAR,ZJHK,27,RUN8ZA,RUNEG HK490 HK480 HK430 HK431 HK530 HK526 HK540 HK537 HK516 HK515 HK505 HK504 FI27
STAR,ZJHK,27,RUN9ZA,RUNEG HK490 HK480 HK430 HK431 HK530 HK526 HK505 HK504 FI27
STAR,ZJHK,28,ASS6ZA,ASSAD DABUB HK580 HK570 HK510 HK412 HK506 HK509 HK517 HK536 HK535 HK525 HK524 FI28
STAR,ZJHK,28,ASS7ZA,ASSAD DABUB HK580 HK450 HK430 HK431 HK530 HK526 HK540 HK537 HK536 HK535 HK525 HK524 FI28
STAR,ZJHK,28,ASS8ZA,ASSAD DABUB HK580 HK570 HK510 HK412 HK506 HK525 HK524 FI28
STAR,ZJHK,28,ASS9ZA,ASSAD DABUB HK580 HK450 HK430 HK431 HK530 HK526 HK525 HK524 FI28
STAR,ZJHK,28,DOM8ZA,DOMGO HK560 HK526 HK540 HK537 HK536 HK535 HK525 HK524 FI28
STAR,ZJHK,28,DOM9ZA,DOMGO HK560 HK526 HK525 HK524 FI28
STAR,ZJHK,28,LID4ZA,LIDLU HK451 HK450 HK430 HK510 HK550 HK507 HK506 HK509 HK517 HK536 HK535 HK525 HK524 FI28
STAR,ZJHK,28,LID5ZA,LIDLU HK451 HK450 HK430 HK431 HK530 HK526 HK540 HK537 HK536 HK535 HK525 HK524 FI28
STAR,ZJHK,28,LID6ZA,LIDLU HK451 HK450 HK430 HK510 HK412 HK506 HK509 HK517 HK536 HK535 HK525 HK524 FI28
STAR,ZJHK,28,LID7ZA,LIDLU HK451 HK450 HK430 HK510 HK550 HK507 HK506 HK525 HK524 FI28
STAR,ZJHK,28,LID8ZA,LIDLU HK451 HK450 HK430 HK431 HK530 HK526 HK525 HK524 FI28
STAR,ZJHK,28,LID9ZA,LIDLU HK451 HK450 HK430 HK510 HK412 HK506 HK525 HK524 FI28
STAR,ZJHK,28,POR6ZA,PORAP HK440 HK550 HK507 HK506 HK509 HK517 HK536 HK535 HK525 HK524 FI28
STAR,ZJHK,28,POR7ZA,PORAP HK440 HK431 HK530 HK526 HK540 HK537 HK536 HK535 HK525 HK524 FI28
STAR,ZJHK,28,POR8ZA,PORAP HK440 HK550 HK507 HK506 HK525 HK524 FI28
STAR,ZJHK,28,POR9ZA,PORAP HK440 HK431 HK530 HK526 HK525 HK524 FI28
STAR,ZJHK,28,RUN4ZA,RUNEG HK490 HK480 HK430 HK510 HK412 HK506 HK509 HK517 HK536 HK535 HK525 HK524 FI28
STAR,ZJHK,28,RUN5ZA,RUNEG HK490 HK480 HK430 HK510 HK550 HK507 HK506 HK509 HK517 HK536 HK535 HK525 HK524 FI28
STAR,ZJHK,28,RUN6ZA,RUNEG HK490 HK480 HK430 HK510 HK412 HK506 HK525 HK524 FI28
STAR,ZJHK,28,RUN7ZA,RUNEG HK490 HK480 HK430 HK510 HK550 HK507 HK506 HK525 HK524 FI28
STAR,ZJHK,28,RUN8ZA,RUNEG HK490 HK480 HK430 HK431 HK530 HK526 HK540 HK537 HK536 HK535 HK525 HK524 FI28
STAR,ZJHK,28,RUN9ZA,RUNEG HK490 HK480 HK430 HK431 HK530 HK526 HK525 HK524 FI28
SID,ZSCN,21,RV,ZSCN
SID,ZSCN,03,RV,ZSCN
STAR,ZSCN,21,RV,ZSCN
STAR,ZSCN,03,RV,ZSCN
SID,ZSCN,03,BIR91D,CN301 CN304 CN212 BIRIR
SID,ZSCN,03,BIR92D,CN301 CN302 CN303 CN212 BIRIR
SID,ZSCN,03,LAP91D,CN301 PUGIN CN208 PEXEK LAPEN
SID,ZSCN,03,OSO91D,CN301 CN304 CN212 PULES RUNEK OSONO
SID,ZSCN,03,OSO92D,CN301 CN302 CN303 CN212 PULES RUNEK OSONO
SID,ZSCN,03,OSO93D,CN301 CN304 CN212 PULES RUNEK OSONO
SID,ZSCN,21,BIR81D,CN102 ANONU BIRIR
SID,ZSCN,21,LAP81D,CN102 CN401 EMRAL CN113 PEXEK LAPEN
SID,ZSCN,21,OSO81D,CN102 ANONU BIRIR CN108 OSONO
SID,ZSCN,21,OSO82D,CN102 ANONU BIRIR CN108 OSONO
STAR,ZSCN,03,GUT91A,GUTGO LEPMI BIRIR CN106 ANONU CN104 CN103 FI03
STAR,ZSCN,03,LAP91A,LAPEN PEXEK CN113 EMRAL CN112 CN111 ANONU CN104 CN103 FI03
STAR,ZSCN,03,OSO91A,OSONO CN109 CN108 BIRIR CN106 ANONU CN104 CN103 FI03
STAR,ZSCN,03,OSO92A,OSONO CN109 CN108 BIRIR CN106 ANONU CN104 CN103 FI03
STAR,ZSCN,21,GUT81A,GUTGO OMKOB PULES CN212 CN211 CN210 CN209 CN207 PUGIN CN204 CN203 FI21
STAR,ZSCN,21,LAP81A,LAPEN PEXEK CN208 CN207 PUGIN CN204 CN203 FI21
STAR,ZSCN,21,LAP82A,LAPEN PEXEK CN113 EMRAL CN210 CN209 CN207 PUGIN CN204 CN203 FI21
STAR,ZSCN,21,OSO81A,OSONO RUNEK PULES CN212 CN211 CN210 CN209 CN207 PUGIN CN204 CN203 FI21
STAR,ZSCN,21,OSO82A,OSONO RUNEK PULES CN212 CN211 CN210 CN209 CN207 PUGIN CN204 CN203 FI21
SID,ZSOF,33,RV,ZSOF
SID,ZSOF,15,RV,ZSOF
STAR,ZSOF,33,RV,ZSOF
STAR,ZSOF,15,RV,ZSOF
SID,ZSOF,15,BIP01D,OF102 OF214 HFC OF217 OF218 BIPIM
SID,ZSOF,15,BIP03D,OF102 OF214 OF215 OF218 BIPIM
SID,ZSOF,15,IKU01D,OF102 OF108 KIKEG ADGOL IKUBA
SID,ZSOF,15,KAG01D,OF102 OF213 OF216 SEGPI KAGVO
SID,ZSOF,15,KAG03D,OF102 OF214 HFC OF216 SEGPI KAGVO
SID,ZSOF,15,MAD01D,OF102 OF108 OF211 OF212 LEGIV MADUK
SID,ZSOF,15,MAD03D,OF102 OF108 HFE MADUK
SID,ZSOF,15,MID01D,OF102 OF108 UXALO MIDOX
SID,ZSOF,15,ORE01D,OF102 OF108 OF211 OF212 LEGIV OREVO
SID,ZSOF,33,BIP02D,OF209 NOKUL GUXUV BIPIM
SID,ZSOF,33,IKU02D,OF209 OF208 OF109 OF111 OF112 ADGOL IKUBA
SID,ZSOF,33,IKU04D,OF209 OF210 OF105 HFE OF111 OF112 ADGOL IKUBA
SID,ZSOF,33,IKU06D,OF209 OF208 OF207 OF110 OF112 ADGOL IKUBA
SID,ZSOF,33,KAG02D,OF209 NOKUL AKAMI SEGPI KAGVO
SID,ZSOF,33,MAD02D,OF209 OF210 OF105 HFE LEGIV MADUK
SID,ZSOF,33,MAD04D,OF209 OF208 OF109 OF111 LEGIV MADUK
SID,ZSOF,33,MID02D,OF209 OF208 OF109 OF110 MIDOX
SID,ZSOF,33,ORE02D,OF209 OF210 OF105 HFE LEGIV OREVO
STAR,ZSOF,15,BIP01A,BIPIM OF217 GUXUV NOKUL OF203 FF15
STAR,ZSOF,15,IKU01A,IKUBA ADGOL OF111 OF109 OF119 OF204 NOKUL OF203 FF15
STAR,ZSOF,15,KAG01A,KAGVO SEGPI OF216 NOKUL OF203 FF15
STAR,ZSOF,15,MAD01A,MADUK LEGIV HFE OF105 OF205 NOKUL OF203 FF15
STAR,ZSOF,15,MID01A,MIDOX OF109 OF119 OF204 NOKUL OF203 FF15
STAR,ZSOF,15,ORE01A,OREVO LEGIV HFE OF105 OF205 NOKUL OF203 FF15
STAR,ZSOF,33,BIP02A,BIPIM OF217 OF119 OF106 OF104 OF103 FF33
STAR,ZSOF,33,BIP04A,BIPIM OF218 OF120 OF107 OF106 OF104 OF103 FF33
STAR,ZSOF,33,IKU02A,IKUBA ADGOL OF111 OF108 OF104 OF103 FF33
STAR,ZSOF,33,KAG02A,KAGVO SEGPI OF216 OF105 OF104 OF103 FF33
STAR,ZSOF,33,KAG04A,KAGVO SEGPI OF216 HFC OF119 OF106 OF104 OF103 FF33
STAR,ZSOF,33,KAG06A,KAGVO SEGPI OF118 OF105 OF104 OF103 FF33
STAR,ZSOF,33,MAD02A,MADUK LEGIV OF212 OF211 OF108 OF104 OF103 FF33
STAR,ZSOF,33,MID02A,MIDOX OF108 OF104 OF103 FF33
STAR,ZSOF,33,ORE02A,OREVO LEGIV OF212 OF211 OF108 OF104 OF103 FF33
SID,ZSWA,24,RV,ZSWA
SID,ZSWA,06,RV,ZSWA
STAR,ZSWA,24,RV,ZSWA
STAR,ZSWA,06,RV,ZSWA
SID,ZUGY,19R,RV,ZUGY
SID,ZUGY,19L,RV,ZUGY
SID,ZUGY,01R,RV,ZUGY
SID,ZUGY,01L,RV,ZUGY
STAR,ZUGY,19R,RV,ZUGY
STAR,ZUGY,19L,RV,ZUGY
STAR,ZUGY,01R,RV,ZUGY
STAR,ZUGY,01L,RV,ZUGY
SID,ZUGY,01L,AGTI1A,DE01L GY401 GY407 AGTIS
SID,ZUGY,01L,AVBO1A,DE01L GY401 MASRO UBDID AVBOB
SID,ZUGY,01L,BIPI1A,DE01L GY401 GY407 BIPIP
SID,ZUGY,01L,DAGV1A,DE01L GY401 MASRO IGLUD DAGVO
SID,ZUGY,01L,ESLI1A,DE01L GY401 LIDMA ESLIR
SID,ZUGY,01L,IDEP1A,DE01L GY401 MASRO IGLUD GY668 IDEPO
SID,ZUGY,01R,AGTI1A,DE01R GY411 GY407 AGTIS
SID,ZUGY,01R,AVBO1A,DE01R GY411 MASRO UBDID AVBOB
SID,ZUGY,01R,BIPI1A,DE01R GY411 GY407 BIPIP
SID,ZUGY,01R,DAGV1A,DE01R GY411 MASRO IGLUD DAGVO
SID,ZUGY,01R,ESLI1A,DE01R GY411 LIDMA ESLIR
SID,ZUGY,01R,IDEP1A,DE01R GY411 MASRO IGLUD GY668 IDEPO
SID,ZUGY,19L,AGTI3C,DE19L GY511 GY406 GY507 AGTIS
SID,ZUGY,19L,AVBO3C,DE19L IVTEX LEBIV UBDID AVBOB
SID,ZUGY,19L,BIPI3C,DE19L GY511 GY406 GY507 BIPIP
SID,ZUGY,19L,DAGV3C,DE19L IVTEX DAGVO
SID,ZUGY,19L,ESLI3C,DE19L IVTEX LEBIV UBDID ESLIR
SID,ZUGY,19L,IDEP3C,DE19L GY410 IDEPO
SID,ZUGY,19R,AGTI3C,DE19R GY501 GY406 GY507 AGTIS
SID,ZUGY,19R,AVBO3C,DE19R IVTEX LEBIV UBDID AVBOB
SID,ZUGY,19R,BIPI3C,DE19R GY501 GY406 GY507 BIPIP
SID,ZUGY,19R,DAGV3C,DE19R IVTEX DAGVO
SID,ZUGY,19R,ESLI3C,DE19R IVTEX LEBIV UBDID ESLIR
SID,ZUGY,19R,IDEP3C,DE19R GY410 IDEPO
STAR,ZUGY,01L,ELKA9Z,ELKAL GY805 GY668 RUPIL EPDIX GY804 GY604 GY603 FI01L
STAR,ZUGY,01L,MEMA8Y,MEMAG LIKRI GY811 GY812 GY813 GY603 FI01L
STAR,ZUGY,01L,MEMA9Z,MEMAG LIKRI GY802 EPDIX GY804 GY604 GY603 FI01L
STAR,ZUGY,01L,QNX8Y,QNX GY816 GY812 GY813 GY603 FI01L
STAR,ZUGY,01L,QNX9Z,QNX GY816 GY812 KWE GY802 EPDIX GY804 GY604 GY603 FI01L
STAR,ZUGY,01L,UBGU9Z,UBGUP BURGI IGLUD RUPIL EPDIX GY804 GY604 GY603 FI01L
STAR,ZUGY,01R,ELKA9Z,ELKAL GY805 GY668 RUPIL EPDIX GY804 GY614 GY613 FI01R
STAR,ZUGY,01R,MEMA8Y,MEMAG LIKRI GY811 GY812 GY813 GY613 FI01R
STAR,ZUGY,01R,MEMA9Z,MEMAG LIKRI GY802 EPDIX GY804 GY614 GY613 FI01R
STAR,ZUGY,01R,QNX8Y,QNX GY816 GY812 GY813 GY613 FI01R
STAR,ZUGY,01R,QNX9Z,QNX GY816 GY812 KWE GY802 EPDIX GY804 GY614 GY613 FI01R
STAR,ZUGY,01R,UBGU9Z,UBGUP BURGI IGLUD RUPIL EPDIX GY804 GY614 GY613 FI01R
STAR,ZUGY,19L,ELKA6W,ELKAL GY805 GY668 RUPIL EPDIX GY820 GY817 GY823 GY713 FI19L
STAR,ZUGY,19L,ELKA7X,ELKAL GY805 GY668 RUPIL EPDIX GY802 LIKRI GY713 FI19L
STAR,ZUGY,19L,MEMA7X,MEMAG GY822 GY818 GY714 GY713 FI19L
STAR,ZUGY,19L,QNX7X,QNX GY827 GY826 GY823 GY713 FI19L
STAR,ZUGY,19L,UBGU7X,UBGUP GY814 LIDMA GY714 GY713 FI19L
STAR,ZUGY,19R,ELKA6W,ELKAL GY805 GY668 RUPIL EPDIX GY820 GY817 GY823 GY703 FI19R
STAR,ZUGY,19R,ELKA7X,ELKAL GY805 GY668 RUPIL EPDIX GY802 LIKRI GY703 FI19R
STAR,ZUGY,19R,MEMA7X,MEMAG GY822 GY818 GY704 GY703 FI19R
STAR,ZUGY,19R,QNX7X,QNX GY827 GY826 GY823 GY703 FI19R
STAR,ZUGY,19R,UBGU7X,UBGUP GY814 LIDMA GY704 GY703 FI19R
SID,VMMC,34,RV,VMMC
SID,VMMC,16,RV,VMMC
STAR,VMMC,34,RV,VMMC
STAR,VMMC,16,RV,VMMC
SID,VMMC,16,ALEY2P,PAPA MULET ALLEY
SID,VMMC,16,BIGR1H,MC501 U MC502 BIGRO
SID,VMMC,16,CONG2P,PAPA MULET SKATE CONGA
SID,VMMC,16,GRUP2P,PAPA MULET SKATE GRUPA
SID,VMMC,16,IDUM1H,MC501 MCU LATOP MC419 GUBLO IDUMA
SID,VMMC,16,MIPA1H,MC501 MCU LATOP MC419 GUBLO MIPAG
SID,VMMC,16,NUDP1P,PAPA MULET SKATE NUDPI
SID,VMMC,34,ALEY4T,LATOP MC420 MC411 LUKBU MC311 MC313 SOSLU PECAN ALLEY
SID,VMMC,34,ALEY4U,LATOP MC420 MC411 LUKBU MC314 MC315 SUDVA SOSLU PECAN ALLEY
SID,VMMC,34,BIGR1G,LATOP MC418 MC417 KIBAS BOKAT BIGRO
SID,VMMC,34,CONG4T,LATOP MC420 MC411 LUKBU MC311 MC312 VEDVO SEGPO DAKIG DALOL DUMEP MEBKI CONGA
SID,VMMC,34,CONG5U,LATOP MC420 MC411 LUKBU MC314 MC315 SUDVA LUBMO DALOL DUMEP MEBKI CONGA
SID,VMMC,34,GRUP4T,LATOP MC420 MC411 LUKBU MC311 MC312 VEDVO SEGPO DAKIG DALOL XEMEK SKATE GRUPA
SID,VMMC,34,GRUP5U,LATOP MC420 MC411 LUKBU MC314 MC315 SUDVA LUBMO DALOL XEMEK SKATE GRUPA
SID,VMMC,34,IDUM1G,LATOP MC419 GUBLO IDUMA
SID,VMMC,34,MIPA1G,LATOP MC419 GUBLO MIPAG
SID,VMMC,34,NLG1G,LATOP MC418 NLG
SID,VMMC,34,NUDP1T,LATOP MC420 MC411 LUKBU MC311 MC312 VEDVO SEGPO DAKIG LEKEN LARIT NUDPI
SID,VMMC,34,NUDP1U,LATOP MC420 MC411 LUKBU MC314 MC315 SUDVA LUBMO LEKEN LARIT NUDPI
STAR,VMMC,16,BIGR1A,BIGRO GURIN UJ ZUH
STAR,VMMC,16,CHAL5B,CHALI RUNLI MC513 INDUS MC514 ZUH
STAR,VMMC,16,POU1A,POU SAREX NLG
STAR,VMMC,16,SMT5B,SMT MC601 HAZEL MC513 INDUS MC514 ZUH
STAR,VMMC,34,BIGR7A,BIGRO GURIN UJ
STAR,VMMC,34,CHAL4A,CHALI RUNLI MC611
STAR,VMMC,34,NLG7A,NLG LATOP MCU
STAR,VMMC,34,POU8A,POU SAREX NLG LATOP MCU
STAR,VMMC,34,SMT4A,SMT MC601 HAZEL
SID,ZGHA,36R,RV,ZGHA
SID,ZGHA,36L,RV,ZGHA
SID,ZGHA,18R,RV,ZGHA
SID,ZGHA,18L,RV,ZGHA
STAR,ZGHA,36R,RV,ZGHA
STAR,ZGHA,36L,RV,ZGHA
STAR,ZGHA,18R,RV,ZGHA
STAR,ZGHA,18L,RV,ZGHA
SID,ZGHA,18L,GUD7W,HA301 HA302 HA312 HA307 HA309 LUMLU OPORU GUDRO
SID,ZGHA,18L,OLT6W,HA301 HA302 KAPSA HA306 HA305 HA311 OLTUS
SID,ZGHA,18L,OLT7W,HA301 HA303 HA304 HA305 HA311 OLTUS
SID,ZGHA,18L,PAT7W,HA301 HA308 HA307 VAKDO PATVO
SID,ZGHA,18L,UBM7W,HA301 HA308 HA307 VAKDO HA313 APESO PUBIK UBMOG
SID,ZGHA,18R,GUD9W,HA301 HA302 HA312 HA307 HA309 LUMLU OPORU GUDRO
SID,ZGHA,18R,OLT8W,HA301 HA302 KAPSA HA306 HA305 HA311 OLTUS
SID,ZGHA,18R,OLT9W,HA301 HA303 HA304 HA305 HA311 OLTUS
SID,ZGHA,18R,PAT9W,HA301 HA308 HA307 VAKDO PATVO
SID,ZGHA,18R,UBM9W,HA301 HA308 HA307 VAKDO HA313 APESO PUBIK UBMOG
SID,ZGHA,36L,GUD9X,HA321 HA355 HA329 OPORU GUDRO
SID,ZGHA,36L,OLT8X,HA321 HA314 HA322 HA323 HA326 MILOP OLTUS
SID,ZGHA,36L,OLT9X,HA321 HA314 LYH HA324 W HA326 MILOP OLTUS
SID,ZGHA,36L,PAT9X,HA321 HA314 LUMLU HA327 HA328 VAKDO PATVO
SID,ZGHA,36L,UBM9X,HA321 HA314 LUMLU HA327 HA328 VAKDO APESO PUBIK UBMOG
SID,ZGHA,36R,GUD7X,HA321 HA355 HA329 OPORU GUDRO
SID,ZGHA,36R,OLT6X,HA321 HA314 HA322 HA323 HA326 MILOP OLTUS
SID,ZGHA,36R,OLT7X,HA321 HA314 LYH HA324 W HA326 MILOP OLTUS
SID,ZGHA,36R,PAT7X,HA321 HA314 LUMLU HA327 HA328 VAKDO PATVO
SID,ZGHA,36R,UBM7X,HA321 HA314 LUMLU HA327 HA328 VAKDO APESO PUBIK UBMOG
STAR,ZGHA,18L,DAL1W,DALEP HA357 HA382 HA369 HA367 LUMLU HA366 HA364 FI18L
STAR,ZGHA,18L,GUS1W,GUSIV HA393 PEXID HA377 HA381 HA382 HA369 HA367 LUMLU HA366 HA364 FI18L
STAR,ZGHA,18L,GUS2W,GUSIV HA393 PEXID HA377 HA381 HA367 LUMLU HA366 HA364 FI18L
STAR,ZGHA,18L,MEX1W,MEXON XINUL HA392 UKLUK HA358 HA359 PAVTU HA369 HA367 LUMLU HA366 HA364 FI18L
STAR,ZGHA,18L,RUK1W,RUKLI HA389 HA390 HA354 HA353 HA365 HA366 HA364 FI18L
STAR,ZGHA,18L,RUK2W,RUKLI HA389 HA390 HA354 HA353 HA356 HA368 HA364 FI18L
STAR,ZGHA,18R,DAL1W,DALEP HA357 HA382 HA369 HA367 LUMLU HA366 HA362 FI18R
STAR,ZGHA,18R,GUS1W,GUSIV HA393 PEXID HA377 HA381 HA382 HA369 HA367 LUMLU HA366 HA362 FI18R
STAR,ZGHA,18R,GUS2W,GUSIV HA393 PEXID HA377 HA381 HA367 LUMLU HA366 HA362 FI18R
STAR,ZGHA,18R,MEX1W,MEXON XINUL HA392 UKLUK HA358 HA359 PAVTU HA369 HA367 LUMLU HA366 HA362 FI18R
STAR,ZGHA,18R,RUK1W,RUKLI HA389 HA390 HA354 HA353 HA365 HA366 HA362 FI18R
STAR,ZGHA,18R,RUK2W,RUKLI HA389 HA390 HA354 HA353 HA356 HA368 HA362 FI18R
STAR,ZGHA,36L,DAL1X,DALEP HA357 HA382 VIKEB HA386 HA387 HA383 HA375 HA372 FI36L
STAR,ZGHA,36L,GUS1X,GUSIV HA393 PEXID HA377 IGNEG HA382 VIKEB HA386 HA387 HA383 HA375 HA372 FI36L
STAR,ZGHA,36L,MEX1X,MEXON XINUL HA392 UKLUK VANPI HA383 HA375 HA372 FI36L
STAR,ZGHA,36L,RUK1X,RUKLI HA389 HA390 HA378 HA380 HA379 HA383 HA375 HA372 FI36L
STAR,ZGHA,36L,RUK2X,RUKLI HA389 HA390 HA391 HA388 HA385 HA384 HA375 HA372 FI36L
STAR,ZGHA,36R,DAL1X,DALEP HA357 HA382 VIKEB HA386 HA387 HA383 HA376 HA374 FI36R
STAR,ZGHA,36R,GUS1X,GUSIV HA393 PEXID HA377 IGNEG HA382 VIKEB HA386 HA387 HA383 HA376 HA374 FI36R
STAR,ZGHA,36R,MEX1X,MEXON XINUL HA392 UKLUK VANPI HA383 HA376 HA374 FI36R
STAR,ZGHA,36R,RUK1X,RUKLI HA389 HA390 HA378 HA380 HA379 HA383 HA376 HA374 FI36R
STAR,ZGHA,36R,RUK2X,RUKLI HA389 HA390 HA391 HA388 HA385 HA384 HA376 HA374 FI36R
SID,ZHCC,30R,RV,ZHCC
SID,ZHCC,30L,RV,ZHCC
SID,ZHCC,12R,RV,ZHCC
SID,ZHCC,12L,RV,ZHCC
STAR,ZHCC,30R,RV,ZHCC
STAR,ZHCC,30L,RV,ZHCC
STAR,ZHCC,12R,RV,ZHCC
STAR,ZHCC,12L,RV,ZHCC
SID,ZHCC,12L,DUD9W,CC451 DWS CC565 DUDBI
SID,ZHCC,12L,GUK9W,CC449 CC452 PUBOV GUKNA
SID,ZHCC,12L,NOP9W,CC449 CC452 CC592 DUBAG NOPIN
SID,ZHCC,12L,OKT9W,CC451 CC562 AGSOS OKTOX
SID,ZHCC,12L,PAD9W,CC449 CC452 PUBOV IGPIL PADNO
SID,ZHCC,12L,RUM9W,CC451 SUPEV ZHO RUMGU
SID,ZHCC,12R,DUD9X,DE12R CC450 DWS CC565 DUDBI
SID,ZHCC,12R,GUK9X,DE12R CC450 CC561 CC452 PUBOV GUKNA
SID,ZHCC,12R,NOP9X,DE12R CC450 CC561 CC452 CC592 DUBAG NOPIN
SID,ZHCC,12R,OKT9X,DE12R CC450 CC563 AGSOS OKTOX
SID,ZHCC,12R,PAD9X,DE12R CC450 CC561 CC452 PUBOV IGPIL PADNO
SID,ZHCC,12R,RUM9X,DE12R CC450 SUPEV ZHO RUMGU
SID,ZHCC,30L,DUD9Y,DE30L CC350 CC505 CC506 CC507 PASGU KAMDA DUDBI
SID,ZHCC,30L,GUK9Y,DE30L CC502 CC503 PUBOV GUKNA
SID,ZHCC,30L,NOP9Y,DE30L CC502 CC503 CC510 DUBAG NOPIN
SID,ZHCC,30L,OKT9Y,DE30L CC502 CC503 CC585 AGSOS OKTOX
SID,ZHCC,30L,PAD9Y,DE30L CC502 CC503 PUBOV IGPIL PADNO
SID,ZHCC,30L,RUM9Y,DE30L CC350 CC505 CC506 MILOM RUMGU
SID,ZHCC,30R,DUD9Z,DE30R CC501 CC504 CC568 IDVUK PASGU KAMDA DUDBI
SID,ZHCC,30R,GUK8Z,DE30R CC585 PUBOV GUKNA
SID,ZHCC,30R,GUK9Z,DE30R CC501 CC503 PUBOV GUKNA
SID,ZHCC,30R,NOP9Z,DE30R CC501 CC503 CC510 DUBAG NOPIN
SID,ZHCC,30R,OKT9Z,DE30R CC501 CC503 CC585 AGSOS OKTOX
SID,ZHCC,30R,PAD8Z,DE30R CC585 PUBOV IGPIL PADNO
SID,ZHCC,30R,PAD9Z,DE30R CC501 CC503 PUBOV IGPIL PADNO
SID,ZHCC,30R,RUM9Z,DE30R CC501 CC504 CC568 CC569 MILOM RUMGU
STAR,ZHCC,12L,IGM10UxILSX,IGMIG KAMDA CC571 CC572 CC573 CC574 CC575 VENUT CC576 CC577 CC578 CC579 CC408 CC581 CC409 CC645 FF1LX
STAR,ZHCC,12L,IGM5U,IGMIG KAMDA CC571 CC627 CC623 CC624 CC625 CC626 CC304 CC405 FF12L
STAR,ZHCC,12L,IGM6U,IGMIG KAMDA CC571 DWS CC628 CC631 CC632 CC633 CC634 CC635 CC636 CC637 CC304 CC405 FF12L
STAR,ZHCC,12L,IGM9U,IGMIG KAMDA CC571 CC572 CC573 CC574 CC575 VENUT CC576 CC577 CC578 CC579 CC408 CC581 CC409 CC582 CC304 CC405 FF12L
STAR,ZHCC,12L,LEK10UxILSX,LEKUB DUBAG CC584 CC645 FF1LX
STAR,ZHCC,12L,LEK6U,LEKUB DUBAG CC401 CC585 CGO CC631 CC632 CC633 CC634 CC635 CC636 CC637 CC304 CC405 FF12L
STAR,ZHCC,12L,LEK9U,LEKUB DUBAG DZY CC405 FF12L
STAR,ZHCC,12L,NOP10UxILSX,NOPIN CC315 DUBAG CC584 CC645 FF1LX
STAR,ZHCC,12L,NOP6U,NOPIN CC315 DUBAG CC401 CC585 CGO CC631 CC632 CC633 CC634 CC635 CC636 CC637 CC304 CC405 FF12L
STAR,ZHCC,12L,NOP7U,NOPIN CC315 DUBAG CC401 CC585 CGO CC631 CC408 CC581 CC409 CC582 CC304 CC405 FF12L
